Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Fat_Percentage,BMI,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level_enc,Cluster,Workout_Type,Experience_Level
184,133,70,1.09,10.5,21.0,4.5,4,2,1,Yoga,2
158,119,70,0.78,27.8,30.4,3.3,5,1,0,Yoga,1
170,156,77,0.38,27.1,32.0,3.0,2,0,0,HIIT,0
190,160,69,0.67,16.3,25.5,3.7,3,1,0,Mixed,1
205,146,73,1.06,25.5,25.1,4.2,2,0,0,Yoga,0
175,148,66,0.67,25.9,20.2,3.7,3,1,0,Mixed,1
175,146,61,1.19,21.0,19.7,4.5,6,2,1,Mixed,2
171,135,68,0.65,16.4,25.2,2.5,4,1,0,Cardio,1
179,162,69,0.94,27.6,29.8,3.7,5,1,0,HIIT,1
176,133,80,0.63,32.8,21.8,3.4,2,0,0,Yoga,0
205,165,73,0.83,24.7,32.8,3.2,2,0,0,Strength,0
190,144,58,0.95,10.5,21.6,3.3,7,3,1,Cardio,3
192,174,74,1.19,29.4,24.9,3.5,3,0,0,HIIT,0
161,148,75,0.54,22.6,24.9,3.1,2,0,0,HIIT,0
193,162,68,0.83,8.9,23.6,4.1,6,3,1,Mixed,3
173,137,68,0.81,14.3,18.0,3.6,4,1,1,Cardio,1
169,154,68,0.84,12.5,21.5,3.3,6,2,1,HIIT,2
203,159,77,0.6,29.0,24.8,2.6,3,0,0,Cardio,0
180,164,75,0.35,27.5,23.6,2.1,3,0,0,HIIT,0
174,147,65,0.73,20.4,26.5,4.1,3,1,0,Mixed,1
173,128,73,0.99,21.5,27.0,4.0,3,1,0,Yoga,1
194,131,55,1.09,15.8,23.0,4.6,5,3,1,Yoga,3
193,174,65,0.48,25.4,20.2,3.1,3,1,0,HIIT,1
198,179,72,0.62,30.9,30.2,3.1,2,0,0,HIIT,0
178,140,69,0.7,14.5,18.6,2.7,4,1,0,Cardio,1
175,150,75,0.7,28.1,21.6,4.1,3,0,0,Mixed,0
177,143,82,0.58,22.7,20.6,2.6,2,0,0,Cardio,0
162,131,73,0.91,20.8,27.0,3.2,5,1,0,Cardio,1
168,141,76,0.61,21.4,29.3,3.6,2,0,0,Strength,0
168,140,73,0.35,26.5,23.3,3.1,3,0,0,Strength,0
173,121,58,1.23,20.7,24.9,3.6,6,3,1,Yoga,3
192,160,64,0.68,24.1,25.7,3.7,3,1,0,Mixed,1
185,155,64,0.54,24.8,31.2,3.5,3,0,0,Mixed,0
192,137,69,0.69,32.4,18.0,3.7,2,0,0,Yoga,0
175,149,71,0.98,20.9,27.0,4.6,6,2,1,Mixed,2
186,147,56,1.02,8.9,25.5,4.3,7,3,1,Strength,3
173,139,62,0.68,18.4,22.5,3.8,7,2,1,Strength,2
180,148,75,0.94,14.8,25.3,3.4,4,1,0,Strength,1
193,145,55,1.22,32.0,27.0,3.7,7,2,1,Cardio,2
197,176,57,0.92,22.3,26.3,3.4,7,3,1,HIIT,3
199,140,70,0.59,27.1,32.6,3.4,2,0,0,Yoga,0
183,140,61,1.27,11.2,24.5,3.7,7,3,1,Cardio,3
185,156,68,1.21,21.8,24.1,4.7,5,2,1,Mixed,2
174,158,73,0.77,24.7,23.3,2.6,5,1,0,HIIT,1
191,164,83,0.28,30.6,26.2,3.4,2,0,0,Mixed,0
192,138,73,0.6,14.4,23.9,3.2,5,1,0,Yoga,1
177,162,76,0.48,24.3,24.1,3.1,2,0,0,HIIT,0
162,139,85,0.59,25.8,24.1,3.3,2,0,0,Strength,0
200,157,55,0.78,13.0,23.5,3.8,6,3,1,Strength,3
197,180,81,0.93,24.5,21.6,3.4,4,1,0,HIIT,1
190,156,79,0.83,24.0,25.7,3.6,3,1,0,Strength,1
188,154,74,0.35,21.9,22.9,2.8,2,0,0,Strength,0
168,138,66,0.79,28.0,26.5,3.7,4,1,0,Strength,1
165,119,62,0.98,15.7,24.4,4.1,7,2,1,Yoga,2
177,161,74,0.68,25.1,22.5,3.5,3,0,0,HIIT,0
199,181,76,0.8,20.8,30.3,3.3,5,1,0,HIIT,1
204,155,63,0.25,23.8,23.6,2.6,3,0,0,Cardio,0
188,161,80,0.84,28.7,26.5,4.6,4,1,0,Mixed,1
178,148,60,1.08,10.5,21.2,4.1,7,3,1,Mixed,3
168,138,81,0.61,31.8,18.0,3.3,2,0,0,Cardio,0
189,159,69,0.34,13.5,21.7,3.7,2,0,0,Mixed,0
162,136,74,0.86,26.0,18.0,3.5,5,1,0,Strength,1
180,164,72,0.74,21.0,23.1,3.3,5,1,0,HIIT,1
185,148,78,0.31,32.9,29.9,2.2,3,0,0,Cardio,0
194,137,67,0.28,22.5,20.4,3.0,4,1,0,Yoga,1
181,148,73,0.28,30.3,18.0,3.1,2,0,0,Strength,0
163,121,69,0.56,26.4,30.0,2.9,2,0,0,Yoga,0
199,163,79,0.7,29.9,22.1,3.3,2,0,0,Strength,0
181,146,82,0.47,19.4,23.9,3.1,2,0,0,Cardio,0
190,172,71,0.59,25.2,27.2,2.9,3,1,0,HIIT,1
205,138,57,0.98,27.4,26.1,4.2,4,1,1,Yoga,1
178,164,82,0.48,34.1,27.0,3.2,3,0,0,HIIT,0
161,135,76,0.48,26.8,27.6,3.4,2,0,0,Strength,0
179,160,55,1.37,13.0,18.0,3.9,7,2,1,HIIT,2
178,161,61,0.86,18.7,18.3,3.7,5,1,1,HIIT,1
175,159,70,0.82,21.4,28.7,3.4,2,0,0,HIIT,0
201,182,75,0.67,30.3,20.9,3.3,2,0,0,HIIT,0
174,157,60,0.85,16.2,21.3,3.3,6,2,1,HIIT,2
183,155,71,0.78,30.6,18.9,4.3,3,0,0,Mixed,0
163,149,75,0.57,21.6,22.4,2.9,5,1,0,HIIT,1
180,133,76,1.13,33.4,22.6,4.4,3,1,0,Yoga,1
185,156,70,1.02,23.8,20.3,4.2,7,2,1,Mixed,2
193,132,57,1.21,23.6,19.8,4.1,4,2,1,Yoga,2
191,155,70,0.99,18.3,25.3,3.9,6,2,1,Strength,2
177,128,68,0.52,14.9,20.8,3.6,5,1,1,Yoga,1
165,144,80,0.61,24.6,21.6,4.0,5,1,0,Mixed,1
196,159,71,0.84,21.4,18.0,3.5,4,1,0,Strength,1
204,167,81,0.3,31.4,31.8,3.1,3,0,0,Strength,0
172,156,63,1.4,15.8,27.8,3.9,7,3,1,HIIT,3
182,128,62,1.0,16.2,22.0,3.8,5,3,1,Yoga,3
173,158,73,0.62,25.4,20.4,3.1,2,0,0,HIIT,0
164,150,71,0.67,25.7,24.0,3.2,4,2,0,HIIT,2
177,162,75,0.73,18.5,23.9,3.4,3,1,0,HIIT,1
177,161,68,1.27,31.0,18.9,3.9,4,1,0,HIIT,1
186,156,68,0.78,28.7,18.0,4.6,3,1,0,Mixed,1
176,129,71,0.54,23.6,21.9,3.5,2,0,0,Yoga,0
164,139,64,1.3,10.1,18.0,4.7,6,3,1,Mixed,3
200,167,66,1.16,20.3,24.7,4.6,7,2,1,Mixed,2
196,159,71,0.78,30.3,24.7,3.9,5,1,0,Strength,1
167,152,63,1.15,16.4,20.1,3.5,7,2,1,HIIT,2
183,133,72,0.96,13.7,21.9,3.6,4,2,1,Yoga,2
174,126,68,0.48,27.3,31.1,3.2,3,0,0,Yoga,0
192,141,79,0.47,16.5,27.1,3.5,2,0,0,Yoga,0
166,123,70,0.82,16.1,22.2,3.6,5,2,1,Yoga,2
158,144,63,0.75,24.8,33.2,3.2,4,2,0,HIIT,2
198,155,55,0.98,19.5,19.2,4.2,7,3,1,Strength,3
163,142,77,0.88,24.3,20.7,4.5,3,0,0,Mixed,0
199,162,76,0.89,19.2,23.6,3.6,5,1,0,Strength,1
156,131,74,0.86,13.3,18.0,4.5,5,2,1,Strength,2
199,180,73,0.84,24.8,31.2,3.2,3,1,0,HIIT,1
162,132,62,1.16,11.6,24.7,4.1,7,2,1,Strength,2
164,134,78,0.69,25.5,20.8,2.7,3,0,0,Cardio,0
185,137,78,0.25,37.8,25.8,3.1,2,0,0,Yoga,0
170,137,77,1.1,29.1,24.6,3.2,2,0,0,Cardio,0
189,171,66,0.27,18.1,22.8,2.6,3,1,0,HIIT,1
181,134,78,0.85,33.2,19.2,4.0,3,0,0,Yoga,0
198,157,62,1.31,13.3,18.3,4.0,7,3,1,Strength,3
168,143,85,0.86,18.5,32.7,3.7,2,0,0,Strength,0
201,142,70,0.71,22.9,18.6,3.9,5,1,0,Yoga,1
159,146,68,1.11,12.6,30.8,4.0,6,3,1,HIIT,3
164,134,77,0.52,21.4,20.6,2.6,4,1,0,Cardio,1
168,154,75,0.31,27.8,27.2,2.5,3,0,0,HIIT,0
195,161,81,0.61,22.9,25.9,3.6,2,0,0,Strength,0
186,168,66,0.83,14.8,26.7,3.2,4,1,0,HIIT,1
182,166,74,0.51,34.2,26.9,2.7,3,0,0,HIIT,0
169,136,57,0.92,8.0,18.0,3.2,7,3,1,Strength,3
168,124,69,0.65,23.2,21.3,4.0,4,1,0,Yoga,1
181,124,55,0.85,16.9,18.5,4.0,4,2,1,Yoga,2
178,143,79,0.53,22.7,24.8,2.1,3,1,0,Cardio,1
195,174,58,1.44,9.6,18.7,3.9,7,3,1,HIIT,3
165,142,74,0.82,22.9,18.0,4.1,4,1,0,Mixed,1
161,119,66,1.24,12.9,23.1,4.3,6,2,1,Yoga,2
187,155,59,1.33,8.4,18.0,5.3,5,3,1,Mixed,3
167,150,55,1.23,13.6,25.0,3.6,6,3,1,HIIT,3
183,166,70,1.22,26.4,19.0,4.1,2,0,0,HIIT,0
180,132,74,0.69,29.0,20.6,3.5,3,0,0,Yoga,0
197,160,73,0.77,23.8,18.0,3.4,2,0,0,Strength,0
183,149,70,0.35,22.7,30.6,2.9,2,0,0,Strength,0
179,124,57,1.57,12.4,18.1,4.6,7,3,1,Yoga,3
160,131,77,0.61,24.1,22.5,2.7,3,0,0,Cardio,0
197,162,79,0.54,25.7,18.0,3.1,3,0,0,Strength,0
168,134,69,0.51,21.3,20.7,2.8,3,0,0,Cardio,0
171,154,56,1.16,14.5,31.0,3.9,5,3,1,HIIT,3
186,156,66,1.26,20.5,25.2,5.1,7,2,1,Mixed,2
175,127,69,1.14,19.9,21.1,4.2,3,1,1,Yoga,1
191,159,63,0.84,25.4,23.9,4.5,6,2,1,Mixed,2
171,156,70,1.21,23.4,21.8,3.4,7,2,1,HIIT,2
193,174,66,1.19,18.7,23.6,4.2,5,2,1,HIIT,2
180,146,67,0.84,22.6,27.0,3.5,2,0,0,Strength,0
184,147,61,1.19,19.7,22.7,4.5,6,2,1,Strength,2
202,153,62,0.89,22.4,24.9,3.3,3,1,0,Cardio,1
187,144,64,0.82,19.0,24.9,2.8,5,2,1,Cardio,2
195,149,63,0.48,20.4,22.7,2.8,5,1,0,Cardio,1
171,131,55,0.99,14.3,21.1,3.0,5,3,1,Cardio,3
154,125,60,0.92,19.3,21.9,3.7,5,1,1,Strength,1
205,161,80,0.72,19.8,26.8,3.0,3,1,0,Cardio,1
183,139,58,0.82,20.0,27.1,2.9,6,2,1,Cardio,2
166,122,68,1.01,18.6,19.4,4.3,4,1,1,Yoga,1
191,173,75,0.56,24.8,23.0,2.2,3,0,0,HIIT,0
164,136,71,0.61,16.6,21.0,3.6,5,1,0,Strength,1
179,147,73,0.61,28.1,27.2,3.4,5,1,0,Strength,1
202,145,75,0.61,20.9,22.1,3.6,2,0,0,Yoga,0
160,116,63,1.11,14.5,32.8,4.4,4,2,1,Yoga,2
179,128,66,1.2,16.0,24.9,4.5,5,2,1,Yoga,2
162,148,71,0.54,26.6,28.7,3.0,4,1,0,HIIT,1
169,139,70,0.69,27.0,19.9,3.9,5,1,0,Strength,1
192,141,78,0.77,24.5,24.0,3.9,3,0,0,Yoga,0
194,146,57,1.15,11.9,26.5,3.0,6,3,1,Cardio,3
172,134,64,0.92,23.9,19.9,2.7,4,2,1,Cardio,2
162,117,63,0.73,18.6,24.1,3.7,4,1,1,Yoga,1
194,135,64,0.89,10.7,28.2,4.0,6,2,1,Yoga,2
168,139,72,0.79,30.5,22.7,4.0,3,0,0,Strength,0
155,132,80,0.55,23.0,20.6,3.7,2,0,0,Strength,0
181,130,68,0.38,18.7,31.2,4.0,3,0,0,Yoga,0
196,165,73,0.64,30.2,19.3,3.9,2,0,0,Mixed,0
188,170,67,0.63,16.8,24.6,3.3,4,1,0,HIIT,1
199,181,73,0.84,25.4,21.2,3.8,5,1,0,HIIT,1
197,177,64,0.56,23.0,20.3,3.2,3,1,0,HIIT,1
179,163,70,0.84,26.1,27.0,3.5,3,1,0,HIIT,1
197,179,75,0.58,24.2,23.2,3.0,2,0,0,HIIT,0
180,130,70,0.97,13.4,25.6,4.3,4,2,1,Yoga,2
189,136,71,0.3,28.7,18.0,3.0,3,0,0,Yoga,0
205,170,63,0.87,27.2,26.0,3.7,5,1,0,Mixed,1
191,149,72,0.73,20.0,21.1,2.8,3,1,0,Cardio,1
199,179,68,0.51,21.8,18.0,3.1,3,0,0,HIIT,0
176,149,67,0.82,15.4,31.5,3.8,5,1,1,Mixed,1
183,165,64,1.05,13.6,26.4,3.5,6,2,1,HIIT,2
169,126,73,0.76,17.3,24.9,3.6,4,1,0,Yoga,1
164,118,62,0.6,25.1,29.0,3.5,3,1,0,Yoga,1
175,160,74,0.47,31.4,25.0,2.7,2,0,0,HIIT,0
201,181,70,0.71,19.5,20.8,2.8,5,1,0,HIIT,1
184,153,61,1.26,16.9,23.3,4.8,6,2,1,Mixed,2
186,133,68,1.18,21.2,21.3,4.6,5,1,1,Yoga,1
166,153,79,0.57,18.9,22.0,2.8,3,0,0,HIIT,0
164,139,62,1.05,16.2,19.0,4.0,4,2,1,Mixed,2
190,149,73,0.71,23.2,20.1,2.6,3,0,0,Cardio,0
176,149,69,1.09,24.1,27.6,4.8,7,2,1,Mixed,2
191,158,59,1.18,13.5,25.3,4.8,6,3,1,Mixed,3
174,160,77,0.98,27.5,22.0,3.2,5,1,0,HIIT,1
201,150,55,1.22,9.4,19.9,3.9,5,3,1,Cardio,3
179,147,74,0.61,38.7,22.4,4.1,3,0,0,Strength,0
177,142,79,0.8,20.1,18.0,3.3,2,0,0,Cardio,0
186,151,71,0.49,28.2,24.5,3.3,2,0,0,Strength,0
195,162,64,0.75,10.0,27.8,4.1,4,2,1,Mixed,2
163,133,76,0.73,25.0,33.5,3.3,3,1,0,Cardio,1
160,120,71,0.53,24.0,19.6,3.8,2,0,0,Yoga,0
181,150,77,0.33,28.5,27.6,2.7,2,0,0,Strength,0
205,157,69,0.96,26.3,21.2,3.0,4,2,0,Cardio,2
198,179,75,0.86,26.7,19.5,3.1,2,0,0,HIIT,0
172,143,75,0.26,25.7,19.5,2.8,2,0,0,Strength,0
186,151,70,0.61,18.8,24.6,2.8,3,0,0,Strength,0
195,160,79,0.47,23.8,20.3,3.7,3,0,0,Strength,0
158,145,69,0.49,15.8,21.6,3.0,2,0,0,HIIT,0
197,141,72,1.0,21.7,22.2,4.4,3,1,0,Yoga,1
167,122,67,0.7,29.2,21.0,3.6,4,1,0,Yoga,1
180,152,68,0.81,30.1,20.7,3.9,5,1,0,Mixed,1
183,153,64,1.03,21.9,18.0,4.9,7,2,1,Mixed,2
187,144,62,1.06,8.7,24.3,3.1,7,3,1,Cardio,3
196,156,83,0.61,28.5,24.3,3.0,2,0,0,Cardio,0
175,140,76,0.85,26.5,20.8,3.3,2,0,0,Cardio,0
184,167,71,0.55,25.2,25.4,2.9,3,0,0,HIIT,0
167,120,63,1.0,21.0,29.6,4.3,5,1,1,Yoga,1
198,180,81,0.76,20.0,24.1,3.1,3,0,0,HIIT,0
185,167,66,1.05,12.6,29.3,3.1,5,2,1,HIIT,2
200,161,69,0.61,17.3,33.0,3.8,3,1,0,Strength,1
178,150,65,1.02,13.5,34.1,4.0,5,2,1,Mixed,2
173,148,74,0.96,25.2,19.2,4.1,3,1,0,Mixed,1
196,138,68,1.06,21.1,19.3,4.6,3,1,1,Yoga,1
193,134,62,0.95,28.5,22.2,4.1,6,2,1,Yoga,2
185,150,68,0.62,27.3,24.5,3.6,2,0,0,Strength,0
194,155,65,0.76,24.9,30.3,3.6,3,1,0,Strength,1
189,172,73,0.91,28.3,26.5,3.5,2,0,0,HIIT,0
188,154,75,0.99,20.0,19.2,3.9,5,1,0,Strength,1
185,153,57,1.3,15.3,21.6,5.1,7,3,1,Mixed,3
186,148,76,0.77,36.2,23.8,3.1,2,0,0,Cardio,0
198,155,76,0.82,15.0,18.0,2.6,4,1,0,Cardio,1
163,149,67,1.06,18.5,24.1,3.2,4,2,1,HIIT,2
191,175,80,0.7,19.8,19.2,3.6,5,1,0,HIIT,1
192,163,75,0.56,23.5,18.0,4.3,3,0,0,Mixed,0
200,179,59,1.43,15.1,20.2,4.7,7,3,1,HIIT,3
178,152,73,0.76,28.5,25.6,4.0,2,0,0,Mixed,0
189,142,85,0.77,20.3,25.6,3.6,3,0,0,Yoga,0
195,150,66,0.71,14.8,24.4,3.4,7,3,1,Cardio,3
192,161,68,0.46,22.7,28.0,3.7,2,0,0,Mixed,0
168,140,76,0.91,25.6,27.5,3.6,7,2,1,Strength,2
202,171,77,0.52,21.2,24.8,3.8,2,0,0,Mixed,0
172,135,66,1.0,8.0,24.3,3.6,5,2,1,Cardio,2
190,147,68,0.83,21.1,24.5,3.1,5,2,1,Cardio,2
195,156,65,0.55,21.0,23.4,3.0,4,1,0,Strength,1
168,144,71,0.86,19.4,18.0,4.4,4,1,1,Mixed,1
156,127,73,0.61,28.6,28.5,2.9,3,0,0,Cardio,0
188,159,73,0.37,28.3,25.6,4.4,2,0,0,Mixed,0
185,168,70,0.96,17.0,19.1,3.0,7,2,1,HIIT,2
202,167,64,0.73,21.5,29.7,4.2,5,2,1,Mixed,2
199,152,65,0.99,19.8,21.6,2.6,7,2,1,Cardio,2
175,141,62,1.07,14.9,23.6,4.2,7,3,1,Strength,3
174,158,65,1.25,12.9,28.1,3.6,7,3,1,HIIT,3
200,162,71,0.86,17.8,24.9,4.2,6,2,1,Strength,2
164,133,60,1.23,9.8,29.3,4.0,5,3,1,Strength,3
186,135,73,0.46,26.3,22.6,3.3,3,0,0,Yoga,0
178,147,75,1.0,16.3,30.8,3.8,6,2,1,Strength,2
203,166,55,0.83,15.3,20.9,4.2,4,2,1,Mixed,2
190,151,79,0.5,21.3,29.3,2.4,2,0,0,Cardio,0
172,133,59,1.12,11.8,18.0,3.2,7,3,1,Cardio,3
196,166,78,0.58,28.7,19.6,4.0,2,0,0,Mixed,0
183,149,70,0.87,23.4,25.2,4.0,5,1,0,Strength,1
185,138,81,0.71,21.9,22.4,3.7,2,0,0,Yoga,0
182,132,72,1.09,16.2,23.7,4.4,5,1,1,Yoga,1
182,152,63,0.9,19.8,24.2,4.0,4,1,1,Mixed,1
181,151,63,0.56,20.7,19.2,3.6,3,1,0,Mixed,1
168,132,64,1.08,21.5,19.5,3.1,6,2,1,Cardio,2
181,153,68,1.06,17.9,24.9,4.6,5,2,1,Mixed,2
197,178,72,0.97,22.0,21.3,3.4,5,2,1,HIIT,2
170,141,72,0.25,28.9,29.4,2.8,2,0,0,Strength,0
189,169,59,0.49,29.6,23.2,2.8,4,1,0,HIIT,1
175,148,67,0.4,16.9,26.9,3.8,5,2,1,Mixed,2
175,142,65,0.97,22.8,25.8,3.6,4,2,1,Strength,2
188,158,66,1.13,18.0,21.6,5.1,4,2,1,Mixed,2
185,133,69,0.58,30.0,18.0,3.6,2,0,0,Yoga,0
205,162,81,0.87,23.6,28.7,2.8,3,0,0,Cardio,0
192,158,56,1.33,10.2,20.1,4.6,5,3,1,Mixed,3
197,177,67,0.98,21.0,22.4,3.4,7,2,1,HIIT,2
176,141,76,0.39,26.2,23.4,2.4,2,0,0,Cardio,0
164,123,73,0.59,20.9,23.8,3.7,5,1,0,Yoga,1
194,136,66,0.76,17.8,27.8,4.1,4,1,1,Yoga,1
184,131,65,1.04,22.3,24.0,3.8,3,1,0,Yoga,1
176,150,74,0.67,20.0,23.5,4.5,4,1,0,Mixed,1
185,134,73,0.83,26.4,28.1,3.6,4,1,0,Yoga,1
156,123,62,1.73,20.1,26.4,3.9,6,3,1,Cardio,3
182,153,66,1.49,16.6,21.1,5.3,5,3,1,Mixed,3
192,160,62,1.06,16.1,19.4,4.5,7,3,1,Mixed,3
201,160,63,1.04,14.9,20.7,4.3,7,2,1,Strength,2
197,155,78,0.55,28.4,23.8,2.9,3,0,0,Cardio,0
187,158,72,1.01,16.9,19.0,4.4,4,1,1,Mixed,1
164,132,72,0.93,22.8,24.4,3.1,3,1,0,Cardio,1
182,151,61,0.66,20.4,23.5,4.1,4,2,1,Mixed,2
166,116,55,0.93,15.3,18.0,3.6,7,3,1,Yoga,3
179,148,74,0.84,19.8,18.4,3.7,3,1,0,Strength,1
202,183,74,0.82,16.3,18.0,3.3,3,0,0,HIIT,0
177,144,65,0.38,22.6,22.6,3.0,3,0,0,Strength,0
192,153,63,0.77,21.6,28.3,3.8,4,1,0,Strength,1
156,126,68,0.31,24.4,18.0,2.6,2,0,0,Cardio,0
173,136,65,1.22,18.6,18.7,3.2,7,3,1,Cardio,3
174,159,70,0.82,22.8,23.3,3.8,3,1,0,HIIT,1
159,125,60,1.34,13.5,19.7,3.7,5,3,1,Cardio,3
173,128,73,0.91,29.2,19.7,3.8,2,0,0,Yoga,0
178,140,70,1.0,32.1,26.2,3.1,2,0,0,Cardio,0
160,147,74,0.71,25.0,22.0,3.3,5,1,0,HIIT,1
178,150,63,1.08,16.8,18.1,4.3,7,3,1,Mixed,3
173,136,66,0.94,21.2,18.0,3.2,4,1,0,Cardio,1
157,132,72,0.95,17.0,32.8,3.5,5,2,1,Strength,2
182,149,74,0.9,24.1,28.5,3.5,4,1,0,Strength,1
189,142,56,1.23,15.8,22.2,3.6,6,3,1,Cardio,3
182,133,74,0.7,26.2,24.4,4.2,3,0,0,Yoga,0
169,139,68,0.7,29.4,22.0,4.0,4,1,0,Strength,1
189,139,77,0.29,22.6,26.0,3.2,2,0,0,Yoga,0
173,158,68,0.98,28.4,20.6,3.7,3,0,0,HIIT,0
176,138,66,1.29,20.3,21.8,3.6,3,1,1,Cardio,1
181,156,79,0.29,21.9,25.8,3.1,3,0,0,Mixed,0
201,158,57,1.1,13.2,29.8,3.7,7,2,1,Strength,2
198,165,64,0.93,16.1,27.0,4.6,7,2,1,Mixed,2
196,156,64,0.64,16.9,28.9,3.5,3,1,0,Strength,1
183,130,65,1.14,16.3,22.8,4.4,6,3,1,Yoga,3
188,150,62,1.21,23.6,21.5,4.0,5,3,1,Strength,3
200,178,55,1.27,15.6,18.0,4.5,5,3,1,HIIT,3
177,126,65,0.9,18.3,24.3,4.3,5,1,1,Yoga,1
162,139,70,0.96,22.8,25.5,3.9,4,1,0,Mixed,1
197,137,63,0.48,29.7,22.8,3.4,3,0,0,Yoga,0
165,136,69,0.55,23.8,20.9,2.9,3,0,0,Strength,0
153,140,66,1.04,22.2,29.0,3.7,5,1,1,HIIT,1
198,179,76,0.82,17.7,26.5,3.1,3,1,0,HIIT,1
170,155,67,0.64,25.1,29.3,3.3,5,1,0,HIIT,1
196,165,73,1.07,19.2,20.2,4.5,5,1,1,Mixed,1
205,145,73,0.65,30.6,21.2,3.3,3,0,0,Yoga,0
184,143,69,1.05,21.9,28.8,3.0,4,2,1,Cardio,2
179,150,62,0.69,24.4,23.8,4.3,3,1,0,Mixed,1
178,128,66,0.82,26.6,21.7,4.0,5,1,0,Yoga,1
205,185,69,1.04,28.3,22.0,3.9,4,1,0,HIIT,1
193,158,76,0.38,28.9,24.0,3.3,3,0,0,Strength,0
181,145,62,1.04,22.2,28.0,3.7,7,3,1,Strength,3
181,149,76,0.73,24.0,23.4,3.4,2,0,0,Strength,0
178,146,73,0.74,23.8,27.2,3.5,5,1,0,Strength,1
162,126,60,1.41,16.9,25.9,3.6,7,3,1,Cardio,3
163,124,76,0.85,21.5,20.5,3.4,2,0,0,Yoga,0
178,127,65,0.84,28.9,20.5,4.3,4,1,0,Yoga,1
174,146,62,0.67,26.3,22.2,4.1,4,1,0,Mixed,1
178,146,69,0.54,27.7,18.7,3.4,3,0,0,Strength,0
199,165,62,0.87,24.0,21.9,4.1,4,1,0,Mixed,1
195,158,71,1.16,18.7,30.1,3.8,4,1,1,Strength,1
194,154,80,0.68,20.8,23.9,2.8,2,0,0,Cardio,0
203,155,65,0.55,19.2,20.9,2.2,5,1,0,Cardio,1
182,167,80,0.43,22.8,31.7,2.7,3,0,0,HIIT,0
182,146,62,0.92,12.4,20.3,3.5,6,3,1,Strength,3
200,158,62,1.21,25.2,20.2,3.7,4,2,1,Strength,2
198,142,73,0.59,26.8,28.9,4.2,3,0,0,Yoga,0
168,134,71,1.23,20.8,26.6,3.9,5,2,1,Cardio,2
191,131,58,0.56,21.8,23.5,3.3,3,1,0,Yoga,1
163,143,81,0.51,20.0,27.3,3.9,2,0,0,Mixed,0
175,132,79,0.77,25.8,25.2,2.8,3,0,0,Yoga,0
170,139,67,0.79,21.8,19.3,3.5,5,1,0,Strength,1
196,141,75,0.47,18.5,18.0,3.7,2,0,0,Yoga,0
174,160,83,0.57,24.6,21.7,2.8,3,0,0,HIIT,0
182,129,63,0.65,21.5,28.3,3.8,3,1,0,Yoga,1
190,171,59,1.35,16.4,22.3,3.8,7,3,1,HIIT,3
174,144,73,1.0,22.6,25.8,3.9,3,1,0,Strength,1
176,150,71,0.97,19.0,24.7,4.4,3,1,0,Mixed,1
172,133,60,1.08,19.2,18.0,2.7,7,3,1,Cardio,3
182,167,84,0.73,21.2,22.4,3.1,2,0,0,HIIT,0
175,138,69,0.51,19.7,25.4,3.2,3,0,0,Cardio,0
197,162,55,1.02,13.9,20.9,3.9,7,3,1,Mixed,3
201,136,57,0.86,24.8,22.5,4.1,5,1,1,Yoga,1
163,140,70,0.63,21.3,25.6,4.2,2,0,0,Mixed,0
202,167,62,1.08,13.1,24.3,3.8,7,2,1,Mixed,2
175,142,67,1.02,21.7,28.2,4.1,4,2,1,Strength,2
167,154,80,0.42,27.2,25.5,2.9,2,0,0,HIIT,0
182,153,65,1.05,22.2,20.2,4.3,3,1,1,Mixed,1
175,160,74,0.41,20.7,22.1,2.8,2,0,0,HIIT,0
181,165,77,0.91,26.7,24.1,3.4,3,1,0,HIIT,1
154,132,64,0.64,15.1,29.4,3.9,7,2,1,Mixed,2
162,133,78,0.4,25.7,22.1,2.1,2,0,0,Cardio,0
177,150,71,1.08,21.8,18.0,5.1,6,2,1,Mixed,2
158,129,60,1.07,20.2,25.8,3.8,5,2,1,Strength,2
171,125,69,0.73,24.9,21.0,3.7,2,0,0,Yoga,0
178,133,78,0.9,27.7,18.9,3.4,5,1,0,Yoga,1
165,137,73,0.94,20.4,24.1,4.1,3,1,0,Strength,1
166,140,63,0.65,19.0,27.9,4.1,4,1,1,Mixed,1
200,164,55,0.87,8.7,21.7,4.6,6,3,1,Mixed,3
171,147,74,0.58,22.3,26.0,3.7,3,0,0,Mixed,0
166,137,82,0.6,28.0,26.7,2.1,3,0,0,Cardio,0
196,139,70,1.06,20.2,27.2,4.0,4,2,1,Yoga,2
202,157,75,1.12,12.8,21.1,3.6,5,1,1,Cardio,1
173,156,58,0.8,11.0,19.5,3.1,7,3,1,HIIT,3
190,172,75,0.53,24.4,20.1,3.0,3,0,0,HIIT,0
181,147,66,0.92,25.6,27.2,3.5,4,1,0,Strength,1
192,148,68,0.97,31.1,26.7,3.0,5,1,0,Cardio,1
177,147,55,1.02,15.4,20.2,4.5,6,3,1,Mixed,3
192,160,66,0.77,26.9,32.5,4.0,4,1,0,Mixed,1
182,140,61,0.43,22.2,19.7,2.4,7,2,1,Cardio,2
176,151,74,0.88,27.4,28.0,4.0,2,0,0,Mixed,0
